,movie,indication_year,number_indications,victories,percentage_victories,tmdb_id,imdb_id,budget,revenue,genres,production_countries
1200,Flatliners,1991,1,0,0.0,1551,tt0099582,26000000,61489265,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",['US']
1201,Flight,2013,2,0,0.0,87502,tt1907668,31000000,161772375,['Drama'],['US']
1202,Flight Command,1942,1,0,0.0,0,False,False,False,False,False
1203,Flight for Freedom,1944,1,0,0.0,162110,tt0035888,0,0,['Drama'],['US']
1204,Flirtation Walk,1935,2,0,0.0,84100,tt0025124,0,0,"['Music', 'Romance']",['US']
1205,Floating Free,1978,1,0,0.0,0,False,False,False,False,False
1206,Florence Foster Jenkins,2017,2,0,0.0,315664,tt4136084,29000000,48902953,"['Comedy', 'Drama']","['GB', 'US']"
1207,Flower Drum Song,1962,5,0,0.0,25105,tt0054885,0,0,"['Comedy', 'Music']",['US']
1208,Flowers and Trees,1933,1,1,100.0,106112,tt0022899,15887,0,['Animation'],['US']
1209,Fly Away Home,1997,1,0,0.0,11076,tt0116329,0,0,"['Action', 'Adventure', 'Drama', 'Family']",['US']
1210,Flying Down to Rio,1935,1,0,0.0,0,False,False,False,False,False
1211,Flying Tigers,1943,3,0,0.0,29372,tt0034742,0,0,"['War', 'Action', 'Drama', 'History']","['MX', 'US']"
1212,Flying with Music,1943,2,0,0.0,110189,tt0034743,0,0,['Music'],['US']
1213,Follow the Boys,1945,1,0,0.0,27628,tt0036832,0,0,"['Comedy', 'Drama', 'Music', 'War']",['US']
1214,"Food, Inc.",2010,1,0,0.0,0,False,False,False,False,False
1215,Foothold on Antarctica,1958,1,0,0.0,243162,tt0050403,0,0,[],[]
1216,Footloose,1985,2,0,0.0,1788,tt0087277,8200000,80035402,"['Drama', 'Romance']",['US']
1217,Footnote,2012,1,0,0.0,72551,tt1445520,0,0,"['Drama', 'Comedy']",['IL']
1218,For All Mankind,1990,1,0,0.0,20423,tt0097372,0,770132,['Documentary'],['US']
1219,For Better or for Worse,1994,1,0,0.0,136523,tt0106939,0,0,[],[]
1220,For God and Country,1944,1,0,0.0,0,False,False,False,False,False
1221,For Love of Ivy,1969,1,0,0.0,70591,tt0062985,0,0,"['Comedy', 'Drama', 'Romance']",['US']
1222,For Me and My Gal,1943,1,0,0.0,27017,tt0034746,802000,4371000,"['Drama', 'Music', 'Romance']",['US']
1223,For Scent-Imental Reasons,1950,1,1,100.0,83773,tt0041380,0,0,['Animation'],['US']
1224,For Whom the Bell Tolls,1944,9,1,11.111111111111109,27854,tt0035896,3000000,0,"['Drama', 'History', 'Romance', 'Thriller']",['US']
1225,For Your Eyes Only,1982,1,0,0.0,699,tt0082398,28000000,195312802,"['Adventure', 'Action', 'Thriller']","['GB', 'US']"
1226,For the Birds,2002,1,1,100.0,0,False,False,False,False,False
1227,For the Boys,1992,1,0,0.0,25221,tt0101902,40000000,23202444,"['Music', 'Drama']",['US']
1228,Forbidden Games,1955,1,0,0.0,0,False,False,False,False,False
1229,Forbidden Passage,1942,1,0,0.0,130359,tt0033618,0,0,[],['US']
1230,Forbidden Planet,1957,1,0,0.0,830,tt0049223,1900000,3250000,['Science Fiction'],['US']
1231,Foreign Correspondent,1941,6,0,0.0,25670,tt0032484,0,0,"['Mystery', 'Thriller', 'War']",['US']
1232,Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,1991,1,0,0.0,149394,tt0099598,0,0,['Documentary'],[]
1233,Forever Amber,1948,1,0,0.0,104720,tt0039391,0,0,['Drama'],['US']
1234,Forrest Gump,1995,13,6,46.153846153846146,13,tt0109830,55000000,677945399,"['Comedy', 'Drama', 'Romance']",['US']
1235,Fortress of Peace,1966,1,0,0.0,243272,tt0059194,0,0,[],['US']
1236,Forty Boys and a Song,1942,1,0,0.0,236813,tt0033626,0,0,['Documentary'],['US']
1237,Foul Play,1979,1,0,0.0,15659,tt0077578,0,0,"['Comedy', 'Mystery', 'Thriller']",['US']
1238,Four Daughters,1939,5,0,0.0,67880,tt0030149,0,0,"['Drama', 'Music', 'Romance']",['US']
1239,Four Days in November,1965,1,0,0.0,139226,tt0059197,0,0,['Documentary'],['US']
1240,Four Days in September,1998,1,0,0.0,21253,tt0119815,0,310724,"['Thriller', 'Drama', 'History']",['BR']
1241,Four Devils;,1930,1,0,0.0,0,False,False,False,False,False
1242,Four Feathers,1940,1,0,0.0,10568,tt0031334,0,0,"['Adventure', 'Drama', 'Romance', 'War']",['GB']
1243,Four Stones for Kanemitsu,1974,1,0,0.0,243385,tt0070069,0,0,[],[]
1244,Four Weddings and a Funeral,1995,2,0,0.0,712,tt0109831,6000000,254700832,"['Comedy', 'Drama', 'Romance']",['GB']
1245,Fourteen Hours,1952,1,0,0.0,54139,tt0043560,0,0,"['Drama', 'Thriller']",['US']
1246,Foxcatcher,2015,5,0,0.0,87492,tt1100089,24000000,12096300,"['Drama', 'Thriller']",['US']
1247,Frances,1983,2,0,0.0,3526,tt0083967,0,5000000,['Drama'],['US']
1248,Frances Steloff: Memoirs of a Bookseller,1988,1,0,0.0,244692,tt0093047,0,0,[],[]
1249,Frank Film,1974,1,1,100.0,147199,tt0070071,0,0,['Animation'],['US']
1250,Frankenweenie,2013,1,0,0.0,62214,tt1142977,39000000,35287788,"['Animation', 'Comedy', 'Family']",['US']
1251,Franz Kafka's It's a Wonderful Life,1995,1,1,100.0,0,False,False,False,False,False
1252,Freedom on My Mind,1995,1,0,0.0,133434,tt0109839,0,0,[],[]
1253,Freeheld,2008,1,1,100.0,245025,tt0914369,0,0,[],[]
1254,French Roast,2010,1,0,0.0,0,False,False,False,False,False
1255,Frenchman's Creek,1946,1,1,100.0,0,False,False,False,False,False
1256,Fresh Guacamole,2013,1,0,0.0,142563,tt2309977,0,0,['Animation'],[]
1257,Freud,1963,2,0,0.0,35806,tt0055998,0,0,['Drama'],['US']
1258,Frida,2003,6,2,33.333333333333336,1360,tt0120679,12000000,56298474,"['Drama', 'Romance']","['MX', 'US', 'CA']"
1259,Fried Green Tomatoes,1992,2,0,0.0,1633,tt0101921,11000000,119418501,"['Drama', 'Comedy']",['US']
1260,Friendly Enemies,1943,1,0,0.0,98195,tt0034757,0,0,[],[]
1261,Friendly Persuasion,1957,6,0,0.0,43258,tt0049233,0,0,"['Drama', 'Western', 'War']",['US']
1262,Frog Story,1973,1,0,0.0,243365,tt0068614,0,0,[],[]
1263,From A to Z-Z-Z-Z,1954,1,0,0.0,0,False,False,False,False,False
1264,From Generation to Generation,1960,1,0,0.0,149276,tt0052827,0,0,[],[]
1265,From Here to Eternity,1954,13,8,61.53846153846154,11426,tt0045793,1650000,30500000,"['War', 'Drama', 'Romance']",['US']
1266,From Mao to Mozart: Isaac Stern in China,1981,1,1,100.0,0,False,False,False,False,False
1267,Front Line,1981,1,0,0.0,0,False,False,False,False,False
1268,Frost/Nixon,2009,5,0,0.0,11499,tt0870111,0,0,"['Drama', 'History']",['US']
1269,Frozen,2014,2,2,100.0,109445,tt2294629,150000000,1274219009,"['Animation', 'Adventure', 'Family']",['US']
1270,Frozen River,2009,2,0,0.0,10183,tt0978759,0,0,['Drama'],['US']
1271,Full Metal Jacket,1988,1,0,0.0,600,tt0093058,17000000,46357676,"['Drama', 'War']","['GB', 'US']"
1272,Funny Face,1958,4,0,0.0,13320,tt0050419,0,0,"['Music', 'Comedy', 'Romance']",['US']
1273,Funny Girl,1969,8,1,12.5,16085,tt0062994,14000000,52223306,"['Drama', 'Comedy', 'Music', 'Romance']",['US']
1274,Funny Lady,1976,5,0,0.0,39282,tt0073026,0,0,"['Comedy', 'Drama', 'Music', 'Romance']",['US']
1275,Fury,1937,1,0,0.0,14615,tt0027652,0,0,"['Crime', 'Drama', 'Romance', 'Thriller']",['US']
1276,G-Men,1936,1,0,0.0,26718,tt0026393,0,0,"['Action', 'Adventure', 'Crime', 'Drama']",['US']
1277,G. I. Honeymoon,1946,1,0,0.0,0,False,False,False,False,False
1278,G. I. Joe,1946,4,0,0.0,0,False,False,False,False,False
1279,Gaby - A True Story,1988,1,0,0.0,191550,tt0093067,5000000,125400,"['Drama', 'Romance']",[]
1280,Gadgets Galore,1956,1,0,0.0,243031,tt0048106,0,0,['Documentary'],['US']
1281,Gagarin,1996,1,0,0.0,0,False,False,False,False,False
1282,"Gaily, Gaily",1970,3,0,0.0,147357,tt0064357,0,0,['Comedy'],['US']
1283,Gambit,1967,3,0,0.0,28270,tt0060445,0,0,"['Action', 'Comedy', 'Crime']",['US']
1284,Gandhi,1983,11,8,72.72727272727273,783,tt0083987,22000000,77737889,"['Drama', 'History']","['IN', 'GB']"
1285,Gang Cops,1989,1,0,0.0,244705,tt0095197,0,0,[],[]
1286,Gangs of New York,2003,10,0,0.0,3131,tt0217505,100000000,193772504,"['Drama', 'History', 'Crime']","['US', 'IT']"
1287,Gasland,2011,1,0,0.0,40663,tt1558250,0,0,['Documentary'],['US']
1288,Gaslight,1945,7,2,28.57142857142857,13528,tt0036855,2068000,0,"['Drama', 'Mystery', 'Thriller', 'Crime']",['US']
1289,Gate of Hell,1955,1,1,100.0,0,False,False,False,False,False
1290,Gates of Paris,1958,1,0,0.0,67555,tt0050850,0,0,"['Comedy', 'Drama']","['FR', 'IT']"
1291,Gattaca,1998,1,0,0.0,782,tt0119177,36000000,12532777,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",['US']
1292,General Della Rovere,1962,1,0,0.0,0,False,False,False,False,False
1293,General Spanky,1937,1,0,0.0,90358,tt0027665,0,0,"['War', 'Comedy', 'Family']",['US']
1294,Generation on the Wind,1980,1,0,0.0,149356,tt0079201,0,0,[],[]
1295,Genevieve,1955,2,0,0.0,0,False,False,False,False,False
1296,Genghis Blues,2000,1,0,0.0,28030,tt0187859,0,0,"['Documentary', 'Music']",[]
1297,Genocide,1982,1,1,100.0,0,False,False,False,False,False
1298,Gentleman's Agreement,1948,8,3,37.5,33667,tt0039416,2000000,7800000,"['Drama', 'Romance']",['US']
1299,George Grosz' Interregnum,1961,1,0,0.0,243201,tt0053858,0,0,[],[]
1300,George Washington Slept Here,1943,1,0,0.0,35262,tt0034780,0,0,['Comedy'],['US']
1301,George and Rosemary,1988,1,0,0.0,208260,tt0093084,0,0,[],[]
1302,Georgia,1996,1,0,0.0,97406,tt0113158,0,0,['Drama'],"['FR', 'US']"
1303,Georgy Girl,1967,4,0,0.0,42719,tt0060453,0,0,"['Drama', 'Comedy', 'Romance']",['GB']
1304,Gerald McBoing-Boing,1951,1,1,100.0,46990,tt0043581,0,0,"['Animation', 'Comedy', 'Family']",['US']
1305,Gerald McBoing-Boing on Planet Moo,1957,1,0,0.0,215789,tt0049258,0,0,['Animation'],['US']
1306,Geri's Game,1998,1,1,100.0,13929,tt0131409,0,0,"['Animation', 'Family']",['US']
1307,Geronimo: An American Legend,1994,1,0,0.0,35588,tt0107004,35000000,18635620,"['History', 'Action', 'Drama', 'Western']",['US']
1308,Gervaise,1957,1,0,0.0,52726,tt0049259,0,0,"['Romance', 'Drama']",['FR']
1309,Get Out Your Handkerchiefs,1979,1,1,100.0,4267,tt0078122,0,0,"['Romance', 'Comedy', 'Drama']",['FR']
1310,Get a Horse!,2014,1,0,0.0,234567,tt2980764,0,0,"['Animation', 'Family']",['US']
1311,Ghost,1991,5,2,40.0,251,tt0099653,22000000,505000000,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",['US']
1312,Ghost World,2002,1,0,0.0,1548,tt0162346,7000000,0,"['Comedy', 'Drama']","['DE', 'GB', 'US']"
1313,Ghostbusters,1985,2,0,0.0,620,tt0087332,30000000,295212467,"['Comedy', 'Fantasy']",['US']
1314,Ghosts of Mississippi,1997,2,0,0.0,31908,tt0116410,36000000,13323144,"['History', 'Drama']",['US']
1315,Giant,1957,10,1,10.0,1712,tt0049261,5400000,35000000,"['Action', 'Drama', 'Western']",['US']
1316,Gigi,1959,9,9,100.0,17281,tt0051658,0,0,"['Comedy', 'Music', 'Romance']",['US']
1317,Gigot,1963,1,0,0.0,48003,tt0056017,0,0,['Drama'],['US']
1318,Girl with a Pearl Earring,2004,3,0,0.0,3635,tt0335119,0,31466789,"['Drama', 'Romance']","['GB', 'LU']"
1319,"Girl, Interrupted",2000,1,1,100.0,3558,tt0172493,40000000,48350205,['Drama'],"['DE', 'US']"
1320,Girls' School,1939,1,0,0.0,235645,tt0030184,0,0,['Comedy'],['US']
1321,Giuseppina,1961,1,1,100.0,243196,tt0053866,0,0,[],[]
1322,"Give 'em Hell, Harry!",1976,1,0,0.0,174713,tt0073053,0,0,[],[]
1323,Give Me Liberty,1937,1,1,100.0,233693,tt0027678,0,0,[],[]
1324,Give Up Yer Aul Sins,2002,1,0,0.0,0,False,False,False,False,False
1325,Give Us the Earth,1948,1,0,0.0,240426,tt0039425,0,0,['Documentary'],['US']
1326,Gladiator,2001,12,5,41.66666666666666,98,tt0172495,103000000,457640427,"['Action', 'Drama', 'Adventure']","['GB', 'US']"
1327,Glass,1960,1,1,100.0,448124,tt0052348,0,0,['Drama'],['ES']
1328,Glen Campbell...I'll Be Me,2015,1,0,0.0,285689,tt2049586,0,365522,"['Documentary', 'Music']",['US']
1329,Glengarry Glen Ross,1993,1,0,0.0,9504,tt0104348,12500000,10725228,"['Crime', 'Drama', 'Mystery']",['US']
1330,Gloria,1981,1,0,0.0,10889,tt0080798,0,4059673,"['Drama', 'Action', 'Thriller', 'Crime']",['US']
1331,Glorious Betsy,1929,1,0,0.0,171354,tt0018945,0,0,"['Drama', 'History']",['US']
1332,Glory,1990,5,3,60.0,9665,tt0097441,18000000,26828365,['War'],['US']
1333,Go for Broke!,1952,1,0,0.0,37214,tt0043590,0,0,"['Action', 'Drama', 'War', 'History']",['US']
1334,Go into Your Dance;,1936,1,0,0.0,223361,tt0026418,0,0,"['Music', 'Drama']",['US']
1335,God Is the Bigger Elvis,2012,1,0,0.0,0,False,False,False,False,False
1336,God Sleeps in Rwanda,2006,1,0,0.0,245014,tt0480247,0,0,[],[]
1337,God of Love,2011,1,1,100.0,58763,tt1631323,0,0,"['Romance', 'Comedy']",[]
1338,Gods and Monsters,1999,3,1,33.333333333333336,3033,tt0120684,10000000,6451628,['Drama'],"['GB', 'US']"
1339,Gods of Metal,1983,1,0,0.0,244424,tt0084009,0,0,[],[]
1340,Going My Way,1945,10,7,70.0,17661,tt0036872,0,16300000,"['Drama', 'Comedy', 'Music']",['US']
1341,Going Places,1939,1,0,0.0,45240,tt0030190,0,0,"['Romance', 'Comedy']",['US']
1342,Going the Distance,1980,1,0,0.0,149358,tt0079220,0,0,['Documentary'],[]
1343,Going to Blazes,1949,1,0,0.0,240441,tt0040393,0,0,[],[]
1344,Gold,1975,1,0,0.0,47737,tt0071566,0,0,"['Action', 'Adventure', 'Drama', 'Thriller']",['GB']
1345,Gold Diggers of 1933,1934,1,0,0.0,31511,tt0024069,0,0,"['Comedy', 'Music']",['US']
1346,Gold Diggers of 1935,1936,2,1,50.0,43892,tt0026421,0,0,"['Music', 'Comedy']",['US']
1347,Gold Diggers of 1937,1937,1,0,0.0,57698,tt0027686,0,0,"['Comedy', 'Music', 'Romance']",['US']
1348,Golden Boy,1940,1,0,0.0,43529,tt0031377,0,0,"['Drama', 'Romance']",['US']
1349,Golden Girl,1952,1,0,0.0,188520,tt0043592,0,0,[],['US']
1350,Golden Horses,1947,1,0,0.0,240414,tt0038569,0,0,[],[]
1351,Goldfinger,1965,1,1,100.0,658,tt0058150,2500000,124881062,"['Adventure', 'Action', 'Thriller']","['GB', 'US']"
1352,Goliath II,1961,1,0,0.0,55566,tt0053875,0,0,['Animation'],['US']
1353,Gone Baby Gone,2008,1,0,0.0,4771,tt0452623,19000000,34619699,"['Crime', 'Drama', 'Mystery']",['US']
1354,Gone Girl,2015,1,0,0.0,210577,tt2267998,61000000,369330363,"['Mystery', 'Thriller', 'Drama']",['US']
1355,Gone Nutty,2004,1,0,0.0,0,False,False,False,False,False
1356,Gone with the Wind,1940,13,8,61.53846153846154,770,tt0031381,4000000,3000000000,"['Drama', 'Romance', 'War']",['US']
1357,Good Fellas,1991,6,1,16.666666666666668,0,False,False,False,False,False
1358,Good Morning,1972,1,0,0.0,243351,tt0067152,0,0,[],[]
1359,"Good Morning, Vietnam",1988,1,0,0.0,801,tt0093105,13000000,123922370,"['Comedy', 'Drama', 'War']",['US']
1360,Good News,1948,1,0,0.0,31513,tt0039431,0,0,"['Comedy', 'Music', 'Romance']",['US']
1361,"Good Night, and Good Luck.",2006,6,0,0.0,3291,tt0433383,7000000,54600000,"['Drama', 'History']","['FR', 'JP', 'GB', 'US']"
1362,Good Scouts,1939,1,0,0.0,69099,tt0030196,0,0,['Animation'],['US']
1363,Good Will Hunting,1998,9,2,22.222222222222218,489,tt0119217,10000000,225933435,['Drama'],"['CA', 'US']"
1364,Good Will to Men,1956,1,0,0.0,46244,tt0048131,0,0,"['Animation', 'Drama', 'Romance']",['US']
1365,Good-bye Miss Turlock,1948,1,1,100.0,0,False,False,False,False,False
1366,"Goodbye, Columbus",1970,1,0,0.0,42604,tt0064381,0,0,"['Comedy', 'Drama', 'Romance']",['US']
1367,"Goodbye, Mr. Chips",1970,2,0,0.0,42607,tt0064382,9000000,0,"['Drama', 'Music', 'Romance']",['US']
1368,"Goodbye, Mr. Chips",1940,7,1,14.285714285714285,42852,tt0031385,0,0,"['Drama', 'Romance']",['GB']
1369,Goodie-Two-Shoes,1984,1,0,0.0,0,False,False,False,False,False
1370,Goodnight Miss Ann,1979,1,0,0.0,243626,tt0077624,0,0,[],[]
1371,Gopher Broke,2005,1,0,0.0,25223,tt0438064,0,0,"['Comedy', 'Animation']",['US']
1372,Gorillas in the Mist,1989,5,0,0.0,10130,tt0095243,22000000,0,['Drama'],['US']
1373,Gosford Park,2002,7,1,14.285714285714285,5279,tt0280707,19800000,87754044,"['Drama', 'Mystery', 'Thriller']","['DE', 'GB', 'US']"
1374,Graffiti,1986,1,0,0.0,244669,tt0089225,0,0,[],[]
1375,Grand Canyon,1959,1,1,100.0,47384,tt0051677,0,0,['Drama'],[]
1376,Grand Canyon,1992,1,0,0.0,13697,tt0101969,0,0,['Drama'],['US']
1377,Grand Hotel,1933,1,1,100.0,33680,tt0022958,700000,2594000,"['Drama', 'Romance']",['US']
1378,Grand Illusion,1939,1,0,0.0,0,False,False,False,False,False
1379,Grand Prix,1967,3,3,100.0,20379,tt0060472,0,0,"['Action', 'Adventure', 'Drama']",['US']
1380,Grandad of Races,1951,1,1,100.0,242964,tt0042518,0,0,[],[]
1381,Grandma Moses,1951,1,0,0.0,242960,tt0042520,0,0,['Documentary'],['US']
1382,Granny O'Grimm's Sleeping Beauty,2010,1,0,0.0,0,False,False,False,False,False
1383,Grasshoppers (Cavallette),1991,1,0,0.0,48611,tt0099696,0,0,"['Comedy', 'Animation']",['IT']
1384,Gravity,2014,10,7,70.0,49047,tt1454468,105000000,716392705,"['Science Fiction', 'Thriller', 'Drama']","['GB', 'US']"
1385,Gravity Is My Enemy,1978,1,1,100.0,243605,tt0076105,0,0,[],[]
1386,Grease,1979,1,0,0.0,621,tt0077631,6000000,181813770,['Romance'],['US']
1387,Great,1976,1,1,100.0,208561,tt0073068,0,0,"['History', 'Animation', 'Documentary']",['GB']
1388,Great Expectations,1948,5,2,40.0,0,False,False,False,False,False
1389,Green Card,1991,1,0,0.0,12157,tt0099699,0,29888235,"['Comedy', 'Drama', 'Romance']","['FR', 'AU', 'US']"
1390,Green Dolphin Street,1948,4,1,25.0,108994,tt0039437,0,0,"['Drama', 'Adventure', 'Romance']",['US']
1391,Green Grass of Wyoming,1949,1,0,0.0,18985,tt0040402,0,0,"['Drama', 'Family', 'Western']",['US']
1392,Greetings Bait!,1944,1,0,0.0,236706,tt0035954,0,0,['Animation'],['US']
1393,Gregor's Greatest Invention,2002,1,0,0.0,244973,tt0304107,0,0,[],[]
1394,"Greystoke: The Legend of Tarzan, Lord of the Apes",1985,3,0,0.0,11002,tt0087365,0,45858563,"['Adventure', 'Drama', 'Action', 'Romance']","['GB', 'US']"
1395,Guard Dog,2005,1,0,0.0,48331,tt0430159,0,0,[],['US']
1396,Guardians of the Galaxy,2015,2,0,0.0,118340,tt2015381,170000000,773328629,"['Action', 'Science Fiction', 'Adventure']","['GB', 'US']"
1397,Guess Who's Coming to Dinner,1968,10,2,20.0,1879,tt0061735,4000000,56666667,"['Comedy', 'Drama', 'Romance']",['US']
1398,Guest Wife,1946,1,0,0.0,130374,tt0037756,0,0,"['Comedy', 'Romance']",['US']
1399,Guest in the House,1946,1,0,0.0,0,False,False,False,False,False
1400,Gullah Tales,1989,1,0,0.0,244700,tt0095261,0,0,[],[]
1401,Gulliver's Travels,1940,2,0,0.0,42518,tt0031397,0,0,"['Action', 'Adventure', 'Animation', 'Family']",['US']
1402,Gunfight at the O.K. Corral,1958,2,0,0.0,22201,tt0050468,0,11750000,['Western'],['US']
1403,Gunga Din,1940,1,0,0.0,24965,tt0031398,0,0,"['Action', 'Adventure', 'Drama', 'War']",['US']
1404,Guys and Dolls,1956,4,0,0.0,4825,tt0048140,5500000,0,"['Comedy', 'Music', 'Romance']",['US']
1405,Gypsy,1963,3,0,0.0,39391,tt0056048,0,0,"['Comedy', 'Drama', 'Music']",['US']
1406,Hacksaw Ridge,2017,6,2,33.333333333333336,324786,tt2119532,40000000,175302354,"['Drama', 'History', 'War']","['AU', 'US']"
1407,Hail the Conquering Hero,1945,1,0,0.0,36498,tt0036891,0,0,"['Comedy', 'War']",['US']
1408,"Hail, Caesar!",2017,1,0,0.0,270487,tt0475290,22000000,63647656,"['Comedy', 'Drama', 'Mystery']",['US']
1409,Half Nelson,2007,1,0,0.0,7859,tt0468489,700000,4911725,['Drama'],['US']
1410,Half a House,1977,1,0,0.0,0,False,False,False,False,False
1411,Hallelujah,1931,1,0,0.0,0,False,False,False,False,False
1412,Hamlet,1949,7,4,57.14285714285714,1,False,False,False,False,False
1413,Hamlet,1991,2,0,0.0,0,False,False,False,False,False
1414,Hamlet,1997,4,0,0.0,1,False,False,False,False,False
1415,Hangmen Also Die,1944,2,0,0.0,1,False,False,False,False,False
1416,Hank Aaron: Chasing the Dream,1996,1,0,0.0,1,False,False,False,False,False
1417,Hannah and Her Sisters,1987,7,3,42.857142857142854,1,False,False,False,False,False
1418,Hans Christian Andersen,1953,6,0,0.0,1,False,False,False,False,False
1419,Hanussen,1989,1,0,0.0,1,False,False,False,False,False
1420,Happy Feet,2007,1,1,100.0,1,False,False,False,False,False
1421,Happy New Year,1988,1,0,0.0,1,False,False,False,False,False
1422,Happy-Go-Lucky,2009,1,0,0.0,1,False,False,False,False,False
1423,Hardwood,2005,1,0,0.0,0,False,False,False,False,False
1424,"Harlan County, U.S.A.",1977,1,1,100.0,1,False,False,False,False,False
1425,Harlem Nights,1990,1,0,0.0,1,False,False,False,False,False
1426,Harp of Burma,1957,1,0,0.0,0,False,False,False,False,False
1427,Harry Potter and the Deathly Hallows Part 1,2011,2,0,0.0,1,False,False,False,False,False
1428,Harry Potter and the Deathly Hallows Part 2,2012,3,0,0.0,1,False,False,False,False,False
1429,Harry Potter and the Goblet of Fire,2006,1,0,0.0,1,False,False,False,False,False
1430,Harry Potter and the Half-Blood Prince,2010,1,0,0.0,1,False,False,False,False,False
1431,Harry Potter and the Prisoner of Azkaban,2005,2,0,0.0,1,False,False,False,False,False
1432,Harry Potter and the Sorcerer's Stone,2002,3,0,0.0,1,False,False,False,False,False
1433,Harry and Tonto,1975,2,1,50.0,1,False,False,False,False,False
1434,Harry and the Butler,1962,1,0,0.0,1,False,False,False,False,False
1435,Harry and the Hendersons,1988,1,1,100.0,1,False,False,False,False,False
1436,Harvest,1968,1,0,0.0,1,False,False,False,False,False
1437,Harvey,1951,2,1,50.0,1,False,False,False,False,False
1438,Harvie Krumpet,2004,1,1,100.0,1,False,False,False,False,False
1439,Hatari!,1963,1,0,0.0,1,False,False,False,False,False
1440,Hatch Up Your Troubles,1950,1,0,0.0,67823,tt0041446,0,0,"['Animation', 'Family']",['US']
1441,Havana,1991,1,0,0.0,22189,tt0099747,40000000,9243140,"['Drama', 'Romance']",['US']
1442,Hawaii,1967,7,0,0.0,14689,tt0060491,15000000,34562222,"['Drama', 'Adventure', 'Romance']",['US']
1443,He Makes Me Feel Like Dancin',1984,1,1,100.0,114520,tt0085655,0,0,[],['US']
1444,Head over Heels,2013,1,0,0.0,0,False,False,False,False,False
1445,Heart Like a Wheel,1984,1,0,0.0,34599,tt0085656,0,0,['Drama'],['US']
1446,Heart to Heart,1949,1,0,0.0,29682,tt0041890,0,0,"['Animation', 'Drama', 'Family']",['US']
1447,Heartbeeps,1982,1,0,0.0,73247,tt0082507,10000000,2154696,"['Comedy', 'Romance', 'Family']",['US']
1448,Heartbreak Ridge,1987,1,0,0.0,10015,tt0091187,15000000,42724017,"['Action', 'Comedy', 'Drama', 'War']",['US']
1449,Heartbreak Ridge,1956,1,0,0.0,149264,tt0048151,0,0,"['War', 'Documentary']",[]
1450,Hearts and Minds,1975,1,1,100.0,42449,tt0071604,0,30000,"['Documentary', 'War']",['US']
